"age","job","marital","education","default","housing","loan","contact","label"
"50-","self-employed","single","unknown","no","no","no","unknown","yes"
"50-","management","single","secondary","no","yes","no","unknown","no"
"50-","self-employed","married","secondary","no","yes","no","unknown","no"
"60-","retired","divorced","secondary","no","yes","yes","unknown","no"
"60-","retired","married","secondary","no","yes","no","unknown","no"
"50-","entrepreneur","married","tertiary","no","yes","no","unknown","no"
"40-","blue-collar","single","secondary","no","yes","no","unknown","no"
"50-","technician","married","secondary","no","yes","yes","unknown","no"
"60-","blue-collar","divorced","primary","no","yes","no","unknown","no"
"50-","blue-collar","married","secondary","no","yes","no","unknown","no"
"50-","services","married","secondary","no","yes","no","unknown","no"
"40-","blue-collar","married","secondary","no","yes","no","unknown","no"
"50-","blue-collar","married","primary","yes","yes","yes","unknown","no"
"50-","blue-collar","married","unknown","no","yes","no","unknown","yes"
"50-","management","single","tertiary","no","yes","no","unknown","no"
"50-","technician","divorced","tertiary","no","yes","no","unknown","no"
"50-","admin.","single","secondary","no","yes","no","unknown","yes"
"60-","retired","married","secondary","no","yes","no","unknown","no"
"60-","entrepreneur","married","secondary","no","yes","no","unknown","no"
"50-","unknown","married","primary","no","yes","yes","unknown","yes"
"50-","services","single","secondary","no","yes","no","unknown","no"
"50-","management","married","tertiary","no","yes","no","unknown","no"
"50-","entrepreneur","married","primary","no","yes","no","unknown","yes"
"30-","blue-collar","single","secondary","no","yes","no","unknown","no"
"40-","blue-collar","married","secondary","no","yes","no","unknown","no"
"50-","blue-collar","married","primary","no","yes","no","unknown","no"
"60-","blue-collar","married","primary","no","yes","no","unknown","no"
"50-","services","married","secondary","no","yes","no","unknown","no"
"40-","entrepreneur","single","tertiary","no","yes","yes","unknown","no"
"40-","services","married","primary","no","yes","no","unknown","yes"
"50-","technician","single","secondary","no","yes","no","unknown","no"
"50-","management","single","tertiary","no","yes","no","unknown","no"
"30-","blue-collar","married","secondary","no","yes","yes","unknown","no"
"60-","services","married","unknown","no","yes","no","unknown","no"
"50-","management","married","tertiary","no","yes","yes","unknown","no"
"50-","blue-collar","married","secondary","no","yes","no","unknown","no"
"50-","services","single","primary","no","yes","no","unknown","no"
"40-","unemployed","married","secondary","yes","yes","no","unknown","no"
"50-","services","married","secondary","no","yes","yes","unknown","no"
"60-","technician","married","unknown","no","yes","no","unknown","no"
"40-","housemaid","married","secondary","no","yes","yes","unknown","no"
"50-","technician","married","tertiary","no","yes","no","unknown","yes"
"50-","blue-collar","married","primary","no","yes","no","unknown","no"
"50-","blue-collar","divorced","primary","no","yes","no","unknown","no"
"30-","services","married","secondary","no","yes","no","unknown","no"
"50-","admin.","married","secondary","no","yes","no","unknown","no"
"60-","services","single","primary","no","yes","no","unknown","yes"
"30-","management","married","tertiary","no","no","no","unknown","yes"
"50-","retired","divorced","primary","no","yes","no","unknown","yes"
"50-","blue-collar","married","primary","no","yes","no","unknown","yes"
"50-","blue-collar","single","secondary","no","yes","no","unknown","no"
"30-","blue-collar","married","primary","no","yes","no","unknown","no"
"60-","blue-collar","married","secondary","no","yes","no","unknown","no"
"40-","blue-collar","married","unknown","no","yes","no","unknown","no"
"60-","blue-collar","married","secondary","no","yes","no","unknown","no"
"60-","blue-collar","married","primary","no","yes","no","unknown","no"
"50-","technician","single","secondary","no","yes","no","unknown","yes"
"30-","blue-collar","single","secondary","no","yes","no","unknown","no"
"50-","blue-collar","married","secondary","no","yes","no","unknown","yes"
"30-","blue-collar","single","primary","no","yes","no","unknown","no"
"40-","services","single","secondary","no","yes","no","unknown","yes"
"50-","entrepreneur","married","primary","no","yes","no","unknown","no"
"60-","blue-collar","married","secondary","no","yes","no","unknown","no"
"60-","admin.","divorced","secondary","no","yes","no","unknown","no"
"60-","services","married","secondary","no","yes","no","unknown","no"
"40-","admin.","married","unknown","no","yes","no","unknown","no"
"40-","blue-collar","married","secondary","no","yes","no","unknown","no"
"60-","blue-collar","married","primary","no","yes","no","unknown","no"
"60-","technician","divorced","secondary","no","yes","no","unknown","no"
"60-","blue-collar","married","primary","no","yes","no","unknown","no"
"40-","admin.","single","secondary","no","yes","no","unknown","no"
"60-","management","divorced","secondary","no","yes","yes","unknown","no"
"40-","services","married","primary","no","yes","no","unknown","no"
"40-","services","single","unknown","no","yes","no","unknown","yes"
"40-","technician","married","tertiary","no","yes","yes","unknown","yes"
"50-","self-employed","married","unknown","no","no","no","unknown","no"
"40-","management","married","tertiary","no","yes","no","unknown","yes"
"50-","admin.","divorced","secondary","no","yes","no","unknown","yes"
"40-","self-employed","single","tertiary","no","yes","no","unknown","yes"
"40-","services","married","secondary","no","yes","no","unknown","yes"
"30-","blue-collar","married","secondary","no","yes","no","unknown","yes"
"60-","technician","married","secondary","no","yes","no","unknown","no"
"40-","admin.","married","secondary","no","yes","no","unknown","no"
"50-","blue-collar","married","primary","no","yes","no","unknown","yes"
"40-","unemployed","single","secondary","no","yes","no","unknown","no"
"50-","technician","married","secondary","no","yes","no","unknown","no"
"40-","blue-collar","married","secondary","no","yes","no","unknown","yes"
"50-","admin.","married","secondary","no","yes","no","unknown","no"
"30-","admin.","single","secondary","no","yes","yes","unknown","yes"
"40-","blue-collar","married","primary","no","yes","no","unknown","no"
"60-","retired","married","secondary","no","yes","yes","unknown","no"
"30-","technician","single","secondary","no","yes","no","unknown","yes"
"40-","admin.","married","secondary","no","no","no","unknown","no"
"40-","services","divorced","secondary","no","yes","no","unknown","yes"
"40-","unemployed","married","primary","no","yes","no","unknown","no"
"60-","retired","married","primary","no","yes","no","unknown","no"
"40-","blue-collar","married","primary","no","yes","no","unknown","yes"
"40-","blue-collar","single","secondary","no","yes","no","unknown","yes"
"30-","technician","single","secondary","no","yes","no","unknown","yes"
"50-","blue-collar","married","primary","no","no","no","unknown","no"
"30-","blue-collar","married","primary","no","yes","no","unknown","yes"
"30-","services","single","secondary","no","yes","no","unknown","no"
"40-","blue-collar","married","secondary","no","yes","no","unknown","no"
"50-","admin.","married","secondary","no","yes","no","unknown","no"
"50-","blue-collar","single","secondary","no","yes","no","unknown","no"
"50-","admin.","divorced","secondary","no","yes","no","unknown","yes"
"30-","technician","single","tertiary","no","yes","no","unknown","yes"
"60-","technician","married","secondary","no","yes","no","unknown","no"
"30-","admin.","single","secondary","no","no","no","unknown","no"
"40-","management","single","secondary","no","yes","no","unknown","no"
"40-","management","married","tertiary","no","yes","yes","unknown","no"
"40-","blue-collar","single","secondary","no","yes","no","unknown","no"
"50-","blue-collar","married","primary","no","yes","yes","unknown","no"
"50-","management","married","primary","no","yes","no","unknown","no"
"40-","blue-collar","single","secondary","no","yes","no","unknown","no"
"30-","management","single","tertiary","no","no","no","unknown","no"
"60-","management","single","tertiary","no","yes","no","unknown","yes"
"50-","unknown","married","unknown","no","yes","no","unknown","no"
"60-","blue-collar","married","primary","no","yes","no","unknown","no"
"30-","technician","single","secondary","no","yes","no","unknown","yes"
"60-","unknown","married","tertiary","no","no","no","unknown","no"
"60-","technician","divorced","secondary","no","yes","no","unknown","no"
"50-","services","married","secondary","no","yes","no","unknown","no"
"40-","blue-collar","married","primary","no","yes","no","unknown","no"
"50-","services","married","secondary","no","no","no","unknown","no"
"40-","blue-collar","married","primary","no","yes","yes","unknown","yes"
"40-","management","single","secondary","no","yes","no","unknown","yes"
"60-","self-employed","married","tertiary","no","yes","no","unknown","no"
"40-","blue-collar","married","secondary","no","yes","yes","unknown","no"
"50-","management","divorced","primary","no","yes","no","unknown","no"
"50-","blue-collar","married","primary","no","yes","no","unknown","no"
"40-","services","married","secondary","no","yes","yes","unknown","no"
"40-","blue-collar","married","secondary","no","yes","no","unknown","no"
"60-","admin.","married","secondary","no","yes","no","unknown","no"
"50-","services","divorced","secondary","no","yes","no","unknown","no"
"50-","admin.","single","secondary","no","yes","no","unknown","yes"
"50-","services","divorced","secondary","no","yes","no","unknown","no"
"30-","blue-collar","single","primary","no","yes","no","unknown","no"
"40-","blue-collar","married","primary","no","yes","no","unknown","no"
"50-","admin.","divorced","secondary","no","yes","no","unknown","no"
"30-","technician","single","tertiary","no","yes","yes","unknown","no"
"60-","services","married","secondary","no","yes","no","unknown","no"
"30-","blue-collar","single","secondary","no","yes","no","unknown","no"
"60-","management","married","tertiary","no","yes","no","unknown","no"
"50-","blue-collar","married","secondary","no","yes","no","unknown","yes"
"30-","management","single","tertiary","yes","yes","no","unknown","no"
"40-","technician","single","secondary","no","yes","no","unknown","no"
